fighter_name,first,last,nickname,height_cm,weight_lbs,reach_cm,stance,dob,url
Chalid Arrab,Chalid,Arrab,Die Faust,180.3,205.0,,Orthodox,1975-05-28,http://ufcstats.com/fighter-details/770b9d4813c25902
Akbarh Arreola,Akbarh,Arreola,El Caballero,177.8,155.0,180.3,Southpaw,1983-01-14,http://ufcstats.com/fighter-details/c136b2a8852da5bd
Matt Arroyo,Matt,Arroyo,No Regard,177.8,170.0,182.9,Orthodox,1982-09-01,http://ufcstats.com/fighter-details/de62052b2ede65ba
Antonio Arroyo,Antonio,Arroyo,,190.5,185.0,185.4,Orthodox,1989-07-01,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
Gilles Arsene,Gilles,Arsene,,175.3,190.0,,Southpaw,,http://ufcstats.com/fighter-details/2dea80c069847321
Veta Arteaga,Veta,Arteaga,,170.2,125.0,,,,http://ufcstats.com/fighter-details/91e3388e69060e69
Cesar Arzamendia,Cesar,Arzamendia,Goku,180.3,155.0,,Orthodox,1991-01-31,http://ufcstats.com/fighter-details/49f78022126bf4a4
Kai Asakura,Kai,Asakura,,172.7,125.0,175.3,Orthodox,1993-10-31,http://ufcstats.com/fighter-details/d33da8a3d82bdb62
Teddy Ash,Teddy,Ash,Bear,185.4,185.0,185.4,Switch,1989-12-27,http://ufcstats.com/fighter-details/a373085066dbfb54
Arman Ashimov,Arman,Ashimov,Mustafa Ozturik,167.6,125.0,,,1992-01-14,http://ufcstats.com/fighter-details/d26a0988c9dc9886
Yanal Ashmouz,Yanal,Ashmouz,Red Fox,175.3,155.0,175.3,Orthodox,1995-03-31,http://ufcstats.com/fighter-details/c739c2995a275314
Asjabharan,,Asjabharan,,167.6,135.0,,,1992-07-31,http://ufcstats.com/fighter-details/8be9deb7d6b36354
Askar Askar,Askar,Askar,AK-47,170.2,145.0,175.3,Orthodox,1994-08-19,http://ufcstats.com/fighter-details/2abc414136504554
Askar Askarov,Askar,Askarov,Bullet,167.6,125.0,170.2,Orthodox,1992-10-09,http://ufcstats.com/fighter-details/b1d19449397541dc
Cyril Asker,Cyril,Asker,Silverback,182.9,247.0,188.0,Orthodox,1985-12-24,http://ufcstats.com/fighter-details/9be6020024133293
Khusein Askhabov,Khusein,Askhabov,Nohcho,172.7,145.0,175.3,Orthodox,1995-02-13,http://ufcstats.com/fighter-details/5c10da56d712ac9c
Scott Askham,Scott,Askham,,190.5,185.0,190.5,Southpaw,1988-05-20,http://ufcstats.com/fighter-details/06827d70c53ff0d9
Ben Askren,Ben,Askren,Funky,180.3,170.0,185.4,Orthodox,1984-07-18,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
Ibo Aslan,Ibo,Aslan,The Last Ottoman,190.5,205.0,195.6,Orthodox,1996-04-23,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
Tom Aspinall,Tom,Aspinall,,195.6,256.0,198.1,Orthodox,1993-04-11,http://ufcstats.com/fighter-details/399afbabc02376b5
Steven Asplund,Steven,Asplund,Concrete,195.6,261.0,198.1,Orthodox,1998-07-16,http://ufcstats.com/fighter-details/e56cee1ad697db04
Bruno Assis,Bruno,Assis,Brunao,188.0,185.0,,Orthodox,1992-05-23,http://ufcstats.com/fighter-details/ff222167cce02919
Junior Assuncao,Junior,Assuncao,,175.3,145.0,182.9,Orthodox,1981-06-24,http://ufcstats.com/fighter-details/d0d7160824278840
Raphael Assuncao,Raphael,Assuncao,,165.1,135.0,167.6,Orthodox,1982-07-19,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Michael Aswell Jr.,Michael,Aswell Jr.,The Texas Kid,172.7,145.0,175.3,Orthodox,2000-09-27,http://ufcstats.com/fighter-details/01c9e4013afce141
Bazigit Atajev,Bazigit,Atajev,Volk,185.4,230.0,,Orthodox,,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
Rich Attonito,Rich,Attonito,The Raging Bull,177.8,170.0,182.9,Orthodox,1977-06-16,http://ufcstats.com/fighter-details/210935fd21670f6d
Olivier Aubin-Mercier,Olivier,Aubin-Mercier,The Canadian Gangster,175.3,155.0,177.8,Southpaw,1989-02-23,http://ufcstats.com/fighter-details/55ee431411ccf07a
Pat Audinwood,Pat,Audinwood,Awesomely Awesome,182.9,155.0,,Orthodox,1986-04-16,http://ufcstats.com/fighter-details/196ed28337adc630
Jose Augusto,Jose,Augusto,Gugu,190.5,251.0,,,1992-03-28,http://ufcstats.com/fighter-details/4d3b08ab127c7585
Marcus Aurelio,Marcus,Aurelio,Maximus,177.8,155.0,188.0,Orthodox,1973-08-18,http://ufcstats.com/fighter-details/04643fd03d9159cc
David Avellan,David,Avellan,,175.3,185.0,,Orthodox,,http://ufcstats.com/fighter-details/956dcac65e7b34d6
Blas Avena,Blas,Avena,The Disciple,182.9,170.0,188.0,Orthodox,1983-06-30,http://ufcstats.com/fighter-details/8753e125f4499816
Levi Avera,Levi,Avera,,185.4,170.0,,,1982-05-17,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Anthony Avila,Anthony,Avila,,170.2,145.0,,,1988-12-29,http://ufcstats.com/fighter-details/033d19259f589457
Chris Avila,Chris,Avila,,177.8,145.0,,Orthodox,1993-01-16,http://ufcstats.com/fighter-details/4665cbf36b08193b
Julia Avila,Julia,Avila,Raging Panda,170.2,135.0,172.7,Orthodox,1988-05-11,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Saad Awad,Saad,Awad,Assassin,180.3,155.0,,,1983-06-07,http://ufcstats.com/fighter-details/da603332ad41f165
Javy Ayala,Javy,Ayala,Eye Candy,185.4,265.0,,,1988-08-20,http://ufcstats.com/fighter-details/26387c19f32dda0f
Jessin Ayari,Jessin,Ayari,,182.9,155.0,185.4,Orthodox,1992-05-31,http://ufcstats.com/fighter-details/6eaec40f724852f4
Abu Azaitar,Abu,Azaitar,Captain Morocco,175.3,185.0,193.0,Orthodox,1986-03-10,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman Azaitar,Ottman,Azaitar,Bulldozer,172.7,155.0,180.3,Switch,1990-02-20,http://ufcstats.com/fighter-details/ee18ff42063174df
Luiz Azeredo,Luiz,Azeredo,,175.3,154.0,,Orthodox,1976-06-10,http://ufcstats.com/fighter-details/063649e21bc9d6d5
Luciano Azevedo,Luciano,Azevedo,,190.5,161.0,,Orthodox,1981-06-25,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
Hunter Azure,Hunter,Azure,,172.7,145.0,175.3,Orthodox,1992-03-02,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Niklas Backstrom,Niklas,Backstrom,,185.4,145.0,,Orthodox,1989-08-22,http://ufcstats.com/fighter-details/39cc64bf0a269db9
Seth Baczynski,Seth,Baczynski,The Polish Pistola,190.5,170.0,190.5,Orthodox,1981-10-26,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Abdul Azeem Badakhshi,Abdul Azeem,Badakhshi,The Afghan Lion,,145.0,,,,http://ufcstats.com/fighter-details/968764372c49eab6
Ryan Bader,Ryan,Bader,Darth,188.0,205.0,188.0,Orthodox,1983-06-07,http://ufcstats.com/fighter-details/c0ab242c40decc55
Izabela Badurek,Izabela,Badurek,,165.1,115.0,,Orthodox,1991-07-11,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Miguel Baeza,Miguel,Baeza,Caramel Thunder,188.0,170.0,188.0,Orthodox,1992-08-23,http://ufcstats.com/fighter-details/82d4c957649faf9b
Ali Bagautinov,Ali,Bagautinov,Puncher,162.6,125.0,165.1,Orthodox,1985-06-10,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Mehdi Baghdad,Mehdi,Baghdad,The Sultan,185.4,155.0,,Orthodox,1985-04-13,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Melsik Baghdasaryan,Melsik,Baghdasaryan,The Gun,175.3,145.0,177.8,Southpaw,1992-01-28,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Siyar Bahadurzada,Siyar,Bahadurzada,The Great,180.3,170.0,185.4,Orthodox,1984-04-17,http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio Bahamondes,Ignacio,Bahamondes,La Jaula,190.5,155.0,190.5,Orthodox,1997-08-27,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Bahatebole Batebolati,Bahatebole,Batebolati,Lion King,172.7,170.0,180.3,Southpaw,1997-09-12,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
Shamar Bailey,Shamar,Bailey,,175.3,155.0,190.5,Southpaw,1982-09-22,http://ufcstats.com/fighter-details/e2b8186b618b00c4
Jordan Bailey,Jordan,Bailey,,175.3,145.0,,,,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
Scott Baker,Scott,Baker,,182.9,210.0,,,,http://ufcstats.com/fighter-details/7d5b12de1625984e
Bryan Baker,Bryan,Baker,The Beast,190.5,185.0,,Orthodox,1985-10-13,http://ufcstats.com/fighter-details/898337ef520fe4d3
Jin Bala,Jin,Bala,,175.3,155.0,,,,http://ufcstats.com/fighter-details/371efa53bd0cf669
Balajin,,Balajin,The Snow Leopard,175.3,145.0,182.9,Orthodox,1992-03-31,http://ufcstats.com/fighter-details/e626e92a8f2a9737
Gary Balletto,Gary,Balletto,Batman,,170.0,,,1995-01-20,http://ufcstats.com/fighter-details/623f2eed9e1495af
Eros Baluyot,Eros,Baluyot,,,125.0,,,1992-10-23,http://ufcstats.com/fighter-details/3497f4c29654862c
Oluwale Bamgbose,Oluwale,Bamgbose,Holy War Angel,180.3,185.0,198.1,Switch,1987-08-04,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Stephen Banaszak,Stephen,Banaszak,,182.9,145.0,,,1990-12-07,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
Marcin Bandel,Marcin,Bandel,Bomba,177.8,155.0,,Orthodox,1989-10-10,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Humberto Bandenay,Humberto,Bandenay,,180.3,145.0,180.3,Southpaw,1994-09-04,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae Hyun Bang,Tae Hyun,Bang,Supernatural,175.3,155.0,180.3,Switch,1983-04-15,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Yohan Banks,Yohan,Banks,,,,,,,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
Shauna Bannon,Shauna,Bannon,Mama B,165.1,115.0,165.1,Switch,1993-10-23,http://ufcstats.com/fighter-details/9c442aaf149ea982
Antonio Banuelos,Antonio,Banuelos,,165.1,135.0,160.0,Orthodox,1979-09-23,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Iwo Baraniewski,Iwo,Baraniewski,Rudy,182.9,205.0,185.4,Orthodox,1998-11-20,http://ufcstats.com/fighter-details/1c23ec2f1b71be40
Renan Barao,Renan,Barao,The Baron,167.6,145.0,177.8,Orthodox,1987-01-31,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Junior Barata,Junior,Barata,,177.8,170.0,,Orthodox,1982-01-25,http://ufcstats.com/fighter-details/06dced58ca24a6bd
Maycee Barber,Maycee,Barber,The Future,165.1,125.0,165.1,Switch,1998-05-18,http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan Barberena,Bryan,Barberena,Bam Bam,182.9,185.0,182.9,Southpaw,1989-05-03,http://ufcstats.com/fighter-details/a331233f597090a5
Djani Barbir,Djani,Barbir,,190.5,185.0,200.7,Orthodox,1997-08-09,http://ufcstats.com/fighter-details/d4baaa0630bf5798
Dione Barbosa,Dione,Barbosa,The Witch,167.6,125.0,167.6,Orthodox,1992-05-08,http://ufcstats.com/fighter-details/27b388f0aab49780
Marcio Barbosa,Marcio,Barbosa,Ticoto,167.6,145.0,177.8,Orthodox,1998-05-22,http://ufcstats.com/fighter-details/c85bad793cd14e28
Edson Barboza,Edson,Barboza,Junior,180.3,155.0,190.5,Orthodox,1986-01-21,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni Barcelos,Raoni,Barcelos,,170.2,135.0,170.2,Orthodox,1987-05-01,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel Barez,Daniel,Barez,,167.6,125.0,167.6,Orthodox,1988-12-10,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Danny Barlow,Danny,Barlow,LeftHand2God,188.0,185.0,200.7,Southpaw,1995-08-02,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Luke Barnatt,Luke,Barnatt,The Bigslow,198.1,185.0,195.6,Orthodox,1988-04-13,http://ufcstats.com/fighter-details/172c2135e70f87b7
James Barnes,James,Barnes,Mooka,172.7,135.0,180.3,Orthodox,1982-05-28,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Nick Barnes,Nick,Barnes,,180.3,170.0,,,,http://ufcstats.com/fighter-details/78a5eea49638685d
Shonte Barnes,Shonte,Barnes,Shyne,180.3,185.0,193.0,Southpaw,1987-02-09,http://ufcstats.com/fighter-details/e575b6ff678c1aca
Josh Barnett,Josh,Barnett,The Warmaster,190.5,250.0,198.1,Orthodox,1977-11-10,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris Barnett,Chris,Barnett,Beastboy,175.3,265.0,190.5,Orthodox,1986-06-14,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris Barnhizer,Chris,Barnhizer,,,,,,,http://ufcstats.com/fighter-details/91e69a1c3c87325b
David Baron,David,Baron,,167.6,155.0,,Switch,1973-02-15,http://ufcstats.com/fighter-details/80c0bed43da0e27b
Phil Baroni,Phil,Baroni,The New York Bad Ass,175.3,170.0,182.9,Orthodox,1976-04-16,http://ufcstats.com/fighter-details/1652f3213655b935
Dan Barrera,Dan,Barrera,The Fireman,175.3,170.0,,Orthodox,1980-12-23,http://ufcstats.com/fighter-details/f12f979b657ab876
Carlos Barreto,Carlos,Barreto,,193.0,230.0,,Orthodox,,http://ufcstats.com/fighter-details/a220be6d41d6f97d
Jose Barreto,Jose,Barreto,,,185.0,,Southpaw,,http://ufcstats.com/fighter-details/c32eab6c2119e989
Peter Barrett,Peter,Barrett,Slippery,177.8,145.0,185.4,Southpaw,1986-08-10,http://ufcstats.com/fighter-details/d21113c9ff3788ae
Marc-Andre Barriault,Marc-Andre,Barriault,Powerbar,185.4,185.0,188.0,Orthodox,1990-02-18,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
David Barrios,David,Barrios,,167.6,145.0,,,,http://ufcstats.com/fighter-details/e6015889f50075d2
Alexandre Barros,Alexandre,Barros,Baixinho,175.3,170.0,,Southpaw,1976-11-19,http://ufcstats.com/fighter-details/8fd1f27e86661ede
Ricardo Barros,Ricardo,Barros,,185.4,205.0,,,1976-03-22,http://ufcstats.com/fighter-details/d26394fc0e8e880a
Francimar Barroso,Francimar,Barroso,Bodao,185.4,205.0,190.5,Orthodox,1980-02-28,http://ufcstats.com/fighter-details/b69f24c500d783e7
Pat Barry,Pat,Barry,HD,180.3,235.0,188.0,Orthodox,1979-07-07,http://ufcstats.com/fighter-details/658c3465581ae46b
Dean Barry,Dean,Barry,The Sniper,177.8,170.0,182.9,Orthodox,1992-07-03,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Enrique Barzola,Enrique,Barzola,El Fuerte,170.2,145.0,177.8,Orthodox,1989-04-28,http://ufcstats.com/fighter-details/be0b310a12eb80b4
Javid Basharat,Javid,Basharat,The Snow Leopard,175.3,135.0,175.3,Orthodox,1995-09-07,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Farid Basharat,Farid,Basharat,Ferocious,172.7,135.0,180.3,Orthodox,1997-08-02,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Austin Bashi,Austin,Bashi,,167.6,145.0,177.8,Orthodox,2001-09-29,http://ufcstats.com/fighter-details/d3f89fa685bd8420
Stephen Bass,Stephen,Bass,Bigfish,175.3,145.0,,Orthodox,1982-11-14,http://ufcstats.com/fighter-details/1cecc8fe6748a532
Sean Bassett,Sean,Bassett,,,155.0,,,,http://ufcstats.com/fighter-details/2c733e059462c1dc
Ryan Bastianelli,Ryan,Bastianelli,Relentless,165.1,135.0,,,,http://ufcstats.com/fighter-details/29508aff4d93cbbe
Shayna Baszler,Shayna,Baszler,The Queen of Spades,170.2,135.0,,Orthodox,1980-08-08,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Namsrai Batbayar,Namsrai,Batbayar,Steppe Warrior,162.6,125.0,172.7,Orthodox,2000-12-29,http://ufcstats.com/fighter-details/e1f8beeb6d2d871a
Michel Batista,Michel,Batista,,190.5,260.0,,Orthodox,1984-04-20,http://ufcstats.com/fighter-details/34218661c44ed55d
Bryan Battle,Bryan,Battle,The Butcher,185.4,185.0,195.6,Orthodox,1994-09-21,http://ufcstats.com/fighter-details/f626118b6da0e020
Alan Baudot,Alan,Baudot,The Black Samourai,190.5,243.0,200.7,Orthodox,1988-02-01,http://ufcstats.com/fighter-details/c9a94278df042f46
Mario Bautista,Mario,Bautista,,175.3,135.0,175.3,Switch,1993-07-01,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Chris Beal,Chris,Beal,Real Deal,170.2,125.0,175.3,Orthodox,1985-08-06,http://ufcstats.com/fighter-details/55f446032177b119
Donovan Beard,Donovan,Beard,The Highlight Reel,188.0,185.0,198.1,Orthodox,1989-11-05,http://ufcstats.com/fighter-details/3a6ac598320ca7f2
Rudy Bears,Rudy,Bears,,180.3,170.0,,Southpaw,,http://ufcstats.com/fighter-details/74f13066b1417ef3
Salvador Becerra,Salvador,Becerra,,175.3,155.0,,,,http://ufcstats.com/fighter-details/4fd76e7ba8313457
Ariel Beck,Ariel,Beck,,167.6,125.0,167.6,Southpaw,1990-09-16,http://ufcstats.com/fighter-details/b96939f2b8d88e82
Jack Becker,Jack,Becker,,177.8,155.0,180.3,Orthodox,1992-12-20,http://ufcstats.com/fighter-details/b5a379583673510a
Jeff Bedard,Jeff,Bedard,Little Popeye,167.6,145.0,,Orthodox,1970-02-06,http://ufcstats.com/fighter-details/93bf96be327fcd98
Eric Bedard,Eric,Bedard,Lucky Strikes,188.0,239.0,,,1984-09-11,http://ufcstats.com/fighter-details/ce05955c26c3c090
Johnny Bedford,Johnny,Bedford,Brutal,177.8,135.0,180.3,Orthodox,1983-01-06,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
Rolando Bedoya,Rolando,Bedoya,The Machine,180.3,155.0,188.0,Orthodox,1997-01-13,http://ufcstats.com/fighter-details/40a456a25d52ee65
Chase Beebe,Chase,Beebe,,170.2,135.0,170.2,Orthodox,1985-03-29,http://ufcstats.com/fighter-details/b16a7e6a627e9789
Lyle Beerbohm,Lyle,Beerbohm,Fancy Pants,177.8,155.0,,Southpaw,1979-02-05,http://ufcstats.com/fighter-details/babc6b5745335f18
Allan Begosso,Allan,Begosso,Mini,165.1,135.0,167.6,Orthodox,1995-11-23,http://ufcstats.com/fighter-details/d6ed764f8b78d32a
Azamat Bekoev,Azamat,Bekoev,Iron,182.9,185.0,182.9,Orthodox,1995-12-30,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a
Mirsad Bektic,Mirsad,Bektic,,172.7,145.0,177.8,Orthodox,1991-02-16,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Diana Belbita,Diana,Belbita,The Warrior Princess,170.2,125.0,172.7,Orthodox,1996-06-26,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alan Belcher,Alan,Belcher,The Talent,188.0,185.0,190.5,Orthodox,1984-04-24,http://ufcstats.com/fighter-details/4130a743d9d22163
Vitor Belfort,Vitor,Belfort,The Phenom,182.9,185.0,188.0,Southpaw,1977-04-01,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Yousri Belgaroui,Yousri,Belgaroui,,195.6,185.0,200.7,Orthodox,1992-06-02,http://ufcstats.com/fighter-details/7674b836ce0698a0
Rodolfo Bellato,Rodolfo,Bellato,Trator,190.5,205.0,190.5,Orthodox,1996-02-05,http://ufcstats.com/fighter-details/69898645d600abdb
Danilo Belluardo,Danilo,Belluardo,Caterpillar,182.9,155.0,188.0,Southpaw,1994-07-21,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey Beltran,Joey,Beltran,The Mexicutioner,185.4,185.0,190.5,Orthodox,1981-12-08,http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco Beltran,Marco,Beltran,Psycho,172.7,125.0,175.3,Orthodox,1986-05-18,http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph Benavidez,Joseph,Benavidez,,162.6,125.0,165.1,Southpaw,1984-07-31,http://ufcstats.com/fighter-details/80eacd4da0617c57
Mike Bencic,Mike,Bencic,Batman,182.9,215.0,,Orthodox,,http://ufcstats.com/fighter-details/a71feb7ea7592a71
Dave Beneteau,Dave,Beneteau,Dangerous,188.0,250.0,,Orthodox,,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
Karla Benitez,Karla,Benitez,,160.0,113.0,,,,http://ufcstats.com/fighter-details/6104730621ff318d
Gabriel Benitez,Gabriel,Benitez,Moggly,172.7,155.0,180.3,Southpaw,1988-06-15,http://ufcstats.com/fighter-details/436f970c9ea9169c
Charles Bennett,Charles,Bennett,Krazy Horse,172.7,155.0,,Orthodox,1979-11-23,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
Josh Bennett,Josh,Bennett,,193.0,259.0,,Orthodox,,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
DeAnna Bennett,DeAnna,Bennett,The Argentine Assassin,162.6,125.0,172.7,Orthodox,1984-11-18,http://ufcstats.com/fighter-details/404ecb2700844072
Benjamin Bennett,Benjamin,Bennett,Mr. Alaska,182.9,170.0,185.4,Switch,1994-05-08,http://ufcstats.com/fighter-details/7030c27fc9778964
Lance Benoist,Lance,Benoist,,180.3,170.0,182.9,Southpaw,1988-08-26,http://ufcstats.com/fighter-details/5431dccc09118234
Joe Benoit,Joe,Benoit,,175.3,170.0,,Orthodox,1982-03-12,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
Ryan Benoit,Ryan,Benoit,Baby Face,165.1,125.0,172.7,Orthodox,1989-08-25,http://ufcstats.com/fighter-details/20999e27ddd94bda
Delphine Benouaich,Delphine,Benouaich,,,115.0,,,1995-03-21,http://ufcstats.com/fighter-details/3138df4d117ebc12
Pat Benson,Pat,Benson,,175.3,155.0,,,,http://ufcstats.com/fighter-details/a25f3dc0df974597
Len Bentley,Len,Bentley,,175.3,155.0,,,1982-11-30,http://ufcstats.com/fighter-details/592d23aed850e652
Steve Berger,Steve,Berger,The Red Nosed Pitbull,180.3,170.0,,Orthodox,1973-05-20,http://ufcstats.com/fighter-details/21b1132949f2a9b0
Theodor Berggren,Theodor,Berggren,Simba,180.3,170.0,190.5,Switch,2000-04-09,http://ufcstats.com/fighter-details/feef5f8f5629e5e7
Kenneth Bergh,Kenneth,Bergh,,188.0,205.0,188.0,Orthodox,1989-06-26,http://ufcstats.com/fighter-details/aa8189053b3a8994
Bret Bergmark,Bret,Bergmark,The Angry Hick,175.3,170.0,,,1973-11-24,http://ufcstats.com/fighter-details/2891c9f7b26b26fc
Keith Berish,Keith,Berish,Sha Bang Bang,182.9,205.0,,Orthodox,1985-11-14,http://ufcstats.com/fighter-details/e3779ef06e98f185
Arlind Berisha,Arlind,Berisha,,,205.0,,,2000-11-05,http://ufcstats.com/fighter-details/364e7a7a1ea5e200
Dennis Bermudez,Dennis,Bermudez,The Menace,167.6,155.0,167.6,Orthodox,1986-12-13,http://ufcstats.com/fighter-details/6f242453c91a5af0
Manny Bermudez,Manny,Bermudez,The Bermudez Triangle,177.8,145.0,180.3,Orthodox,1994-07-16,http://ufcstats.com/fighter-details/2dc1bc1a02961656
Talita Bernardo,Talita,Bernardo,,162.6,135.0,172.7,Orthodox,1987-03-04,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
Dave Berry,Dave,Berry,,,,,,,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
Keith Berry,Keith,Berry,,185.4,185.0,,,1987-10-25,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
Dieusel Berto,Dieusel,Berto,,175.3,200.0,,,,http://ufcstats.com/fighter-details/0db70ca89e1c7374
Edson Berto,Edson,Berto,Little Tiger,167.6,155.0,,Orthodox,1983-07-05,http://ufcstats.com/fighter-details/66766984842c13dc
Allen Berube,Allen,Berube,Monstah Lobstah,172.7,155.0,,Orthodox,1974-08-25,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Anton Berzin,Anton,Berzin,The Body Snatcher,188.0,205.0,,Orthodox,1989-09-29,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
Scott Bessac,Scott,Bessac,,193.0,245.0,,,,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
Matt Bessette,Matt,Bessette,The Mangler,177.8,145.0,177.8,Orthodox,1984-12-28,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Khadzhi Bestaev,Khadzhi,Bestaev,Best,198.1,185.0,193.0,,1988-07-16,http://ufcstats.com/fighter-details/e05f4ce199baca91
Fernando Bettega,Fernando,Bettega,,,170.0,,,1980-03-10,http://ufcstats.com/fighter-details/a524710c3ef918fa
Arjan Bhullar,Arjan,Bhullar,,185.4,245.0,190.5,Orthodox,1986-05-13,http://ufcstats.com/fighter-details/7e511f8d842a109d
KB Bhullar,KB,Bhullar,The Bengal,193.0,185.0,198.1,Switch,1991-10-12,http://ufcstats.com/fighter-details/9cd047a828dd7515
Magomed Bibulatov,Magomed,Bibulatov,Chaborz,165.1,125.0,165.1,Orthodox,1988-08-22,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
David Bielkheden,David,Bielkheden,,177.8,155.0,180.3,Orthodox,1979-06-06,http://ufcstats.com/fighter-details/1efa064872f089d0
Alivia Bierley,Alivia,Bierley,,,135.0,,,1996-09-20,http://ufcstats.com/fighter-details/f2da98858f61ca78
Blake Bilder,Blake,Bilder,El Animal,172.7,145.0,172.7,Switch,1990-07-12,http://ufcstats.com/fighter-details/5095b0920a3602aa
