event_name,event_date,location,bout,fighter_a,fighter_b,winner,outcome_a,outcome_b,weight_class,method,finish_round,finish_time,time_format,referee,fight_url
UFC 237: Namajunas vs. Andrade,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Warlley Alves vs. Sergio Moraes,Warlley Alves,Sergio Moraes,Warlley Alves,W,L,Welterweight Bout,KO/TKO,3,4:13,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/2b038a467a89c73c
UFC 237: Namajunas vs. Andrade,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",BJ Penn vs. Clay Guida,BJ Penn,Clay Guida,Clay Guida,L,W,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/0febad4c4a3d69fc
UFC 237: Namajunas vs. Andrade,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Luana Carolina vs. Priscila Cachoeira,Luana Carolina,Priscila Cachoeira,Luana Carolina,W,L,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,http://ufcstats.com/fight-details/707cb14717df5960
UFC 237: Namajunas vs. Andrade,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Raoni Barcelos vs. Carlos Huachin,Raoni Barcelos,Carlos Huachin,Raoni Barcelos,W,L,Bantamweight Bout,KO/TKO,2,4:49,3 Rnd (5-5-5),Eduardo Herdy,http://ufcstats.com/fight-details/1218cba28d4dce94
UFC 237: Namajunas vs. Andrade,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Talita Bernardo vs. Viviane Araujo,Talita Bernardo,Viviane Araujo,Viviane Araujo,L,W,Women's Bantamweight Bout,KO/TKO,3,0:48,3 Rnd (5-5-5),Fernando Portella,http://ufcstats.com/fight-details/e4bbec619aa04dea
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,"Rochester, New York, USA",Rafael Dos Anjos vs. Kevin Lee,Rafael Dos Anjos,Kevin Lee,Rafael Dos Anjos,W,L,Welterweight Bout,Submission,4,3:47,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/d401522de73b7bee
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,"Rochester, New York, USA",Antonio Carlos Junior vs. Ian Heinisch,Antonio Carlos Junior,Ian Heinisch,Ian Heinisch,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/9fb9af6599d67b1d
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,"Rochester, New York, USA",Megan Anderson vs. Felicia Spencer,Megan Anderson,Felicia Spencer,Felicia Spencer,L,W,Women's Featherweight Bout,Submission,1,3:24,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/4fe799b4fa1afb76
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,"Rochester, New York, USA",Vicente Luque vs. Derrick Krantz,Vicente Luque,Derrick Krantz,Vicente Luque,W,L,Welterweight Bout,KO/TKO,1,3:52,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/083a6edd8bb21bc8
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,"Rochester, New York, USA",Charles Oliveira vs. Nik Lentz,Charles Oliveira,Nik Lentz,Charles Oliveira,W,L,Lightweight Bout,KO/TKO,2,2:11,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/5782666ca117fa5b
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,"Rochester, New York, USA",Davi Ramos vs. Austin Hubbard,Davi Ramos,Austin Hubbard,Davi Ramos,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/65c1ca715dfdbe05
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,"Rochester, New York, USA",Julio Arce vs. Julian Erosa,Julio Arce,Julian Erosa,Julio Arce,W,L,Featherweight Bout,KO/TKO,3,1:49,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/115fa6f5f3e51bbb
